"More Views","More Views","duplicate (55-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view/bundle.phtml, 49-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view.phtml)"
Next,Next,"duplicate (56-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/list/toolbar.phtml, 28-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/gallery.phtml)"
OR,OR,"duplicate (132-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view/bundle.phtml, 147-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view/bundle.phtml, 97-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view.phtml, 109-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view.phtml)"
Price,Price,"duplicate (78-/home/vasily/dev/magento/app/code/core/Mage/Catalog/Model/Layer/Filter/Price.php, 41-/home/vasily/dev/magento/app/code/core/Mage/Catalog/Block/Product/List/Toolbar.php, 26-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view/super/group.phtml)"
"Product Description","Product Description","duplicate (164-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view/bundle.phtml, 136-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view.phtml)"
Qty,Qty,"duplicate (27-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view/super/group.phtml, 129-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view/bundle.phtml, 94-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view.phtml)"
"Regular Price:","Regular Price:","duplicate (142-/home/vasily/dev/magento/app/code/core/Mage/Catalog/Helper/Product.php, 32-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/price.phtml)"
"Remove This Item","Remove This Item","duplicate (30-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/compare/sidebar.phtml, 34-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/layer/state.phtml)"
"See all %s","See all %s","duplicate (31-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/home.phtml, 36-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/home.phtml, 43-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/home.phtml, 48-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/home.phtml, 55-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/home.phtml, 60-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/home.phtml)"
"Special Price:","Special Price:","duplicate (136-/home/vasily/dev/magento/app/code/core/Mage/Catalog/Helper/Product.php, 28-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/price.phtml)"
"Zoom Out","Zoom Out","duplicate (42-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view/bundle.phtml, 46-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view/bundle.phtml, 36-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalog/product/view.phtml)"
